id,hyp,score,picked_variant
144,"Nangona uWinfrey wayelila xa wayevalelisa, wayenza yacaca kubalandeli bakhe ukuba uza kubuya.",-236.82440853118896,variant_1
145,"""Oku akuyi kuba ntle. Oku kukuvalwa kwesahluko esinye nokuvulwa kwesitsha.""",-188.6611032485962,variant_1
146,"Iziphumo zokugqibela zonyulo lobumongameli kunye nepalamente zaseNamibia zibonakalise ukuba umongameli osesikhundleni, uHifikepunye Pohamba, uphinde wonyulwa ngomda omkhulu.",-413.59389209747314,variant_1
147,"TIqela elilawulayo, iSouth West Africa People's Organisation (SWAPO), nayo yaye yagcina isinintsi kulonyulo lwepalamente.",-379.5992441177368,variant_1
148,I-Coalition nemikhosi yaseAfghan yaya kwindawo eza kuhlala kuyo nezinye inqwelomoya ze-coalition zithunyelwe ukuya kuncedisa.,-311.0163288116455,variant_1
149,"Ingozi yehle phezulu kumantla entaba, kaye kukholeleka ukuba nkungenxa yomlilo obumkhulu.",-250.9930534362793,variant_1
150,Iinzame zokukhangela indawo yengozi zihlangatyezwa yimozulu embi kunye neendawo ezimbi.,-187.18265342712402,variant_1
151,"Umbutho wesisa wezonyango uMangola, iMedecines Sans Frontieres kunye noMbutho wezeMpilo weHlabathi bathi sisifo esibi kakhulu esibhaliweyo kweli lizwe.",-410.736533164978,variant_1
152,"Isithethi se Medecines Sans Frontiere uRichard Veerman sithe: ""iAngola ijongene nolona lwakhe lwalubi uqhambuko kwaye isimo sihleli sisibi kakhulu eAngola,"" utshilo.",-509.22601222991943,variant_1
153,"Imidlalo iqale ngo-10: 00 ekuseni ngemozulu entle kwaye ngaphandle kwentsasa ebike yabanda yayeka ngokukhawuleza, ibilusuku oluhle lombhoxo wesi-7.",-412.60045528411865,variant_1
154,"Abaphambili kule tonamente, uMzantsi Afrika uqale kakuhle xa besoyisa lula iZambiya engunamba 5 ngo-26 - 00.",-337.6858491897583,variant_1
155,"Ubonakala ngokucacileyo ukuba akakho sefomini kulo mdlalo ukunye neSouthern sisters, kodwa ke iSouth Africa iye yaphucula ngokuthe ngcembe njengoko ukhuphiswano luqhubeka.",-378.15663051605225,variant_1
156,"Ukuzikhusela kwabo okuqeqeshekileyo, izakhono zokuphatha ibhola kunye nomsebenzi ogqwesileyo weqela ubenze bagqama kwaye kwacaca ukuba eli liqela eliza kubethwa.",-316.150803565979,variant_1
157,Amagosa esixeko sase Amsterdam nase Anne Frank Museum achaza ukuba lomthi usuleleke kukungunda kwaye kunganefuthe elinobungozi empilweni kuba besithi ubusele usengozini yokuwa.,-501.9655876159668,variant_1
158,"Ibilindele ukuwiswa ngoLwesibini, kodwa isindile emva kwesigqibo esingxamisekileyo.",-197.06447219848633,variant_1
159,"Zonke izikrobo zomqolomba, ezazithiywe ""Oodade Abasixhenxe"", zingange 100 yeemitha ukuya ku-250 weemitha (amanyathelo ayi328 ukuya ku820) ukuxwesa.",-564.7455730438232,variant_1
160,Imifanekiso ye-Infrared ibonisa umahluko kwiqondo lobushushu phakathi kobusuku nemini ibonisa Ukuba kusenokwenzeka yimiqolombha.,-223.33293628692627,variant_1
161,"""Zipholile kuneendawo ezisondeleyo emini futhi zifudumale ebusuku.",-172.650465965271,variant_1
162,"Ubushushu bayo abufani njengemiqolomba emikhulu eMhlabeni ehlala igcina ubushushu obungagungqiyo, kodwa iyahambelana nale meko yokuba yimingxunya enzulu emhlabeni,"" utshilo uGlen Cushing wese United States Geological Survey (USGS) IQela le-Astrogeology yaseMelika kunye neYunivesithi yase-Arizona eseFlagstaff, eArizona.",-806.2396936416626,variant_1
163,"E-France, umthetho wokuvota sisenzo esiqhele ubuchwepheshe obusezantsi: abavoti bayazohluka bangene kwiindawo zovota, babeke iphepha-eliselibhaliwe elichaza iqela abalikhethileyo.",-420.27872467041016,variant_1
164,"Emva koba amagosa eqinisekise iincukaca zomvoti, umvoti ufake imvlophu kwibhokisi yovota futhi atyikitye iphepha lokuvota.",-289.31709575653076,variant_1
165,Umthetho wonyulo wase-France uqinisekisa ngokuqatha inkqubo.,-116.82025718688965,variant_1
166,"Ukususela ngo 1988, ibhokisi ze ballot kufuneka zikhanye ukuze ababhekise iliso nabavoti babe nobungqina bokuba akukho zimvulophu zikhoyo ekuqaleni kwevoti nokuba akukho zimvulophu zongezelelweyo ngaphandle kwezo zabo babaliweyo nabagunyazisiweyo abavoti.",-515.0512475967407,variant_1
167,"Abagqatswa bangathumela abameli ukuba bazokungqina lonke icandelo lenkqubo. Ngokuhlwa, iivoti zibalwa ngamavolontiya phantsi kolawulo olunzima, zilandela iinkqubo ezithile.",-377.19328212738037,variant_1
168,"I-ASUS Eee PC, eyalonthswa ngaphambili kwihlabathi liphela ukonga iindleko kunye nokusebenza kwayo, yaba sisihloko esishushu kwinyanga ye-IT yaseTaipei ngo-2007.",-447.31390380859375,variant_1
169,Kodwa intengiso yabathengi kwikhompyuter yelaptop iya kwahluka kakhulu kwaye itshintshwe emva kokuba i-ASUS yanikezelwa kwi-2007 Taiwan Sustainable Award ngu-Executive Yuan weRiphabhlikhi yase China.,-531.7827653884888,variant_1
170,"Iwebhusayithi yesikhululo ichaza umboniso ""njengethiyetha yesikolo esidala enojikelezo olutshatsha nenengcwangu!""",-250.71956157684326,variant_1
171,Kwintsuku zokuqala umfanekiso waboniswa kwisitishi iToginet Radio esebenza njenge-internet radio ejolise kwintetho.,-275.28911876678467,variant_1
172,"Ekupheleni kuka-2015, uTogiNet wavula iAstroNet Radio njengesitishi esongezelelweyo.",-254.5683650970459,variant_1
173,"Umboniso ebekade esebenzisana i-amateur ezingabadlali bamazwi, jikelele ukuya kwimpuma ye-Texas.",-273.4998264312744,variant_1
174,"Ukuphanga okuxhaphakileyo kuthiwa kuyaqhubeka ngobusuku, njengoko amagosa onyanzeliso lomthetho ebengekho kwizitalato zaseBishkek.",-281.8624448776245,variant_1
175,"I-Bishkek ichazwe njengeyatshona kwindawo ""yesiphithiphithi"" ngomnye obukeleyo, njengoko amaqela emigulukudu ajikeleza ezitratweni kwaye ephanga iivenkile zempahla yabathengi.",-449.9030303955078,variant_1
176,Abahlali base-Bishek abaliqela batyhole abaqhankqalazi basemzansi ngokungabinamthetho.,-242.8568878173828,variant_1
177,"UMzantsi Afrika woyise i-All Blacks (New Zealand) kumdlalo wombutho wombhoxo weTri Nations eRoyal Bafokeng Stadium eRustenburg, eMzantsi Afrika.",-412.38315200805664,variant_1
178,"Isikoro sokugqibela ibe luloyiso ngenqaku elinye, 21 ku 20, iphelisa imidlalo a All Black’15 streak iphumelela.",-357.62207317352295,variant_2
179,"Kumabhoko-bhoko, kuphelisa ukutyiwa kangangemidlalo emihlanu elandelelanayo.",-188.03829193115234,variant_1
180,"Yayingumdlalo wokugqibela we All Blacks, abasele beyiwinile indebe kwiveki ezimbini ezidlulileyo.",-200.99017143249512,variant_1
181,"Umdlalo wokugqibela kolu luhlu uzakubanjelwa e-Ellis Park eRhawutini kwiveki ezayo, xa iSpringboks sidlala ne-Australia.",-315.2888021469116,variant_1
182,Inyikima ebingenamandla kangako yanyikima entshona yeMontana ngo-10:08 p.m. ngoMvulo.,-285.6364278793335,variant_1
183,Akukho ngxelo zikhawlezileyo zifunyenwe yi-U.S.Geological Survey (USGS) kunye neZiko loLwazi ngeNyikima.,-353.8699903488159,variant_1
184,"Inyikima ibijikeleze malunga neekhilomitha ezingama-20 (i-15 yeemayile) emantla-mpuma eDillon, kwaye malunga ne-65 km (40 yeekhilomitha) kumazantsi eButte.",-513.80029296875,variant_1
185,"Uxinzelelo lomkhuhlane weentaka obulala abantu, i-H5N1, uqinisekisiwe ukuba wosulele idada lasendle elifileyo, elifunyenwe ngoMvulo, kumgxobhozo kufutshane naseLyon kwimpuma yeFrance.",-458.1113395690918,variant_1
186,"IFransi ililizwe lesixhenxe kwinyunyani yase Europe ebethakele kulentsholongwane; kulandele a Austria, Germany,Slovenia,Bulgaria, Greece and Italy.",-453.9257650375366,variant_2
187,Azikaqinisekiswa iingxelozokubakho kwesigulo se-H5N1 eCroatia naseDenmark.,-222.44156646728516,variant_1
188,"Amagumbi amangalele uThixo ""ngokufa okusasazekileyo, intshabalalo kunye noloyikiso lwezigidi ngezigidi zabemi bomhlaba.""",-297.50382804870605,variant_1
189,"U-Chambers, umphikisi, uxoxa ngelithi ubutyala bakhe ""abunasihlahla"" kwaye ""nabani na angamangalela nabani na.""",-338.0837640762329,variant_1
190,"Ibali elivezwe kumdlalo weqonga waseFrance, nguCamille Saint-Saens, lelomzobi ""obomi bakhe buchazelwa luthando lweziyobisi kunye neJapan.""",-387.44419384002686,variant_1
191,"Ngenxa yoko, abenzi bomdlalo batshaya intsangu kwiqonga, kwaye nethiyetha ngokwayo ikhuthaza abaphulaphuli ukuba bajoyine.",-258.46014308929443,variant_1
192,"Owayesakuba nguSomlomo weNdlu uNewt Gingrich, irhuluneli yaseTexas uRick Perry, kunye noMongameli Congress Michele Bachmann bagqiba kwindawo yesine, yesihlanu, neyesithandathu ngokwahlukeneyo.",-569.8146934509277,variant_1
193,"Emva kokuba iziphumo zingenile, uGingrich wayincoma iSantorum, kodwa wayenegama elinzima kuRomney, egameni lakhe izibhengezo ezimbi ezazisasazwa eIowa ngokuchasene neGingrich.",-455.0942783355713,variant_1
194,"U-Perry uye wathi uza ""kubuyela eTexas ukuze avavanye iziphumo ze-caucus yanamhlanje ebusuku, ukuze azibonele ukuba ingaba ikhona na indlela eya phambili kolu gqatso"", kodwa kamva wathi uza kuhlala elugqatsweni aze akhuphisane ngoJanuwari 21 eSouth Carolina yamabanga aphantsi.",-746.0697641372681,variant_1
195,"UBachmann, ophumelele i-Ames Straw Poll ngo-Agasti, wagqiba kwelokuba aliphelise iphulo lakhe.",-305.6481819152832,variant_1
196,"Umfoti wafuduselwa kwiziko lonyango iRonald Reagan UCLA, apho wasweleka khona emva koko.",-251.23411560058594,variant_1
197,"Wayechazwa njengosele ekhulile ekwi 20s. Kwingxelo, uBieber wathi ""[n]angona nangona bendingekho okanye ndibandakanyekile kulengozi embi, ingcinga zam nomthandandazo ukunye nekhaya lexhoba.""",-557.0933961868286,variant_1
198,"Iindaba zobumnandi i-TMZ iyaqonda ukuba umfoti wamisa isithuthi sakhe kwelinye icala leSepulveda Boulevard kwaye wazama ukuthatha imifanekiso yamapolisa ngaphambi kokuwela indlela aqhubekeke, eyalela ipolisa laseCalifornia kuhola wendlela oqhuba isitopu amyalele ukuba abuyele ngaphesheya, Kabini.",-672.5611267089844,variant_1
199,"Ngokwamapolisa, umqhubi wesithuthi esibethe umfoti akafane ajongane nezityholo zolwaphulo-mthetho.",-241.94384288787842,variant_1
200,"Njengoba kukhona ii-medals ezilishumi elinesibhozo kuphela ngosuku, amazwe abalekayo ohlulekile ukuqabela iqonga lee-medals.",-278.7111396789551,variant_1
201,"Ziquka i-Netherlands, no-Anna Jochemsen egqiba engowethoba kwi-women's standing class kwi Super-G izolo, nase Finland no Katja Saarinen egqiba engoweshumi kwakulomnyadala.",-585.8913583755493,variant_1
202,Owase Australia u Mitchell Gourley wagqiba kweye shumi elinanye I-men's standing Super-G. Owase Czech umgqatswa uOldrich Jelinek wagqiba kwindawo yeshumi elinesithandathu i-men's sitting Super-G.,-578.8874998092651,variant_1
203,U-Arly Velasquez wase-Mexico uphume ishumi elinesihlanu kwindawo yokuhlala kwamadoda i-Super-G. IHolo yaseAdam yaseNew Zealand iphume isithoba kwindawo yamadoda iSuper-G,-450.84565448760986,variant_1
204,Indoda yasePoland engaboniyo uMaciej Krezel nomkhokheli wayo Anna Ogarzynska bagqiba kwindawo yeshumi elinesithathu kwi Super -G. Owase South Korea u Jong Seork Park wagqiba kwindawo yamashumi amabini anesine kweyamadoda ahleliyo iSuper-G.,-672.4347801208496,variant_1
205,"Abagcini boxolo be-UN, abafike e-Haiti emva kwenyikima yango-2010, batyholwa ngokosulelwano kwesifo esaqala ngakwinkampu yeqela labo.",-419.93978786468506,variant_1
206,"Ngokutsho kwebango, inkunkuma evela kwinkampu ye-UN ibingacocwanga kakuhle, yaze loo nto yabangela ukuba iintsholongwane zingene kumlambo i-Artibonite, omnye wemilambo emikhulu eHaiti.",-448.1842279434204,variant_1
207,"Phambi kokufika kwemikhosi, iHaiti yayingazange idibane neengxaki ezifana nesi sifo ukusukela nge-1800s.",-274.38755989074707,variant_1
208,I-Haitian Institute for Justice and Democracy ibhekise izifundo zayo ezizimeleyo ezibonisa ukuba i-Nepalese UN yokhuseleko egcina uxolo ize nesisifo e-Haiti.,-387.64788150787354,variant_1
209,"UDanielle Lantagne, ingcali ye-UN kwizzifo, uchaze wathi uqhambuko kusenokwenzwka ukuba lubangelwe ngabagadi boxolo.",-367.3902359008789,variant_1
210,U-Hamilton ungqinile ukuba isibhedlela a -Howard University samkele isigulane sikwimeko ezinzileyo.,-266.07405376434326,variant_2
211,"Isigulane besiye e Nigeria,apho bekukho abosulelekileyo yintsholongwane ye-Ebola.",-228.66831970214844,variant_1
212,"Isibhedlela siye salandela umyalelo wokulawula ukosuleleka, kuquka ukohlula isigulane kwezinye ukunqanda okunokwenzeka ukosuleleka kwabanye.",-307.958890914917,variant_1
213,Ngaphambi kweSimpsons uSimon wayesebenze kwimiboniso eliqela kwiindawo ezahlukeneyo.,-166.6281862258911,variant_1
214,"Ngexesha lama-1980s wayesebenza kwimiboniso enje ngeTeksi, iiCheers, kunye neTracy Ullman Show.",-335.6980028152466,variant_1
215,"Ngo-1989 wanceda ukwenza i-The Simpsons no-Brooks futhi no-Groening, futhi wayenoxanduva lokuqesha iqela lokuqala labhali bomdlalo.",-451.8186740875244,variant_1
216,"Ngaphandle kokushiya umboniso ngo-1993 wagcina isihloko somvelisi olawulayo, kwaye waqhubeka nokufumana amashumi ezigidi zeedola rhoqo.",-286.31237411499023,variant_1
217,Ngaphambilana i-arhente yeendaba yaseTshayina iXinhua inikezele ingxelo ngenqwelomoya eza kuphangwa.,-214.5857057571411,variant_1
218,"Ingxelo zamva zachaza ukuba inqwelomoya yafumana isoyikiso sesiqhushumbisi yajikwa ukubuyela umva e Afghanistan, yahlala eKandahar.",-321.5967664718628,variant_1
219,Iingxelo zakwangoko zithi inqwelomoya yabuyela eAfghanistan emva kokuba ingavunyelwanga ukuba ilende ngokungxamisekileyo ukufika e-Urmqi.,-326.67199897766113,variant_1
220,"Iingozi zomoya zixhaphakile eIran, enezithuthi ezindala ezingagcinwanga kakuhle kwimisebenzi yoluntu neyomkhosi.",-230.73144435882568,variant_1
221,Isohlwayo samanye amazwe sithethe ukuba inqwelo moya entsha ayinakuthengwa.,-136.3328456878662,variant_1
222,"Ekuqaleni kwaleveki, inqwelontaka yamapolisa iwe yabulala abantu abathathu yonzakalisa abanye abathathu.",-231.79627513885498,variant_1
223,"Kwinyanga ephelileyo i-Iran ibone eyona ntlekele inkulu yomoya kwiminyaka eyadlulayo xa inqwelo moya eyayisiya eArmenia yaphazamiseka, yabulala abali-168 ababekhwele kuyo.",-418.5018835067749,variant_1
224,Kulonyanga iphinde yabona enye inqwelo moya iphosa umgaqo wayo e-Mashhad kwaye yayshayisa idonga kwasweleka ishumi elinesixhenxe.,-321.98371410369873,variant_1
225,Abakwa -Aerosmith bazirhoxisile ikhonsathi ebezishiyekile kwithori zabo.,-206.5233392715454,variant_1
226,Iqela lomculo werock belilindeleke ukuba lihambele eMerika naseCanada kude kube ngee-16 zikaSeptemba.,-269.241904258728,variant_1
227,Baye balurhoxisa ukhenketho emveni kokuba imvumi ekhokhelayo u Steven Tyler eye wanokwenzakala emveni kokuba ewile eqongeni ngelixa uphefoma ngomhla we sihlanu ku Augusti.,-443.95015716552734,variant_1
228,UMurray ulahlekelwe yiseti yokuqala xa bekusohlukaniswa ukulingana kwamanqaku abo ekubeni ndoda nganye ingakhange yoyiswe kumdlalo xa bekuqala yona ukubetha ibhola.,-347.54116916656494,variant_1
229,"UDel Potro wayenethuba lokuqala kuseto lwesibini, kodwa oku kwafuna ikhefu lokuqina emva kokufika kwi-6-6.",-314.42049407958984,variant_1
230,U Potro ufumene unyango kwigxalaba lakhe ngalomzuzu kodwa ukwazile ukubuyela emdlalweni.,-201.20956993103027,variant_1
231,Inkqubo iqale nge-8: 30 p.m. ixesha lasekhaya (15.00 UTC).,-254.61284065246582,variant_1
232,"Iimvumi ezaziwayo kwilizwe liphela zamela i-bhajans, okanye iingoma zonqulo, kwiinyawo zika Shri Shyam.",-272.7191848754883,variant_1
233,"Imvumi uSanju Sharma uqale ngorhatya, walandelwa nguJai Shankar Choudhary. Imangazelele i-chhappan bhog bhajan nayo. Imvumi, uRaju Khandelwal wayehamba naye.",-521.4717798233032,variant_1
234,"Ngoko, u-Lakkah Singh uyewakhokhela ecula amabhajan.",-222.593186378479,variant_1
235,"Ii pleyti eziyi 108 ze Chhappan Bhog (ngesiHindu, 56 yezinto ezityekayo, njengeelekese, iziqhamo, amantongomane, izidlo njl njal. ezinikelwa kwisithixo) zazinikelwa kuBaba Shyam.",-633.9913387298584,variant_1
236,"U-Lakkha Singh ubonise i-chhappan bhog bhajan nayo. Imvumi, uRaju Khandelwal wayehamba naye.",-327.8445644378662,variant_1
237,"Kwintetho ephambili yangoLwesine yeTokyo Game Show, uMongameli weNintendo uSatoru Iwata watyhila uyilo lolawulo lwenkampani entsha yeNintendo Revolution.",-365.6020755767822,variant_1
238,"Efana ne-remote yomabonwakude, i-controlla isebenzisa ii-sensor ezimbhini ezibekwe kufuphi nomabonakude womntu ukuveza ukuma kwayo kwisithuba sobukhulu besithathu.",-419.3194570541382,variant_1
239,Oku kuyakuvumela abadlali ukuba balawule iintshukumo kunye nentshukumo kwimidlalo yevidiyo ngokuhambisa isixhobo emoyeni.,-200.20143699645996,variant_1
240,UGiancarlo Fisichella waphulukana nokulawula imoto yakhe yaye waphuma kumdyarho kamsinya emva kokuba uqalile.,-265.2662124633789,variant_1
241,"Umdlali weqela lakhe u Fernando Alonso wayekhokhele ebudeni bomdyarho, kodwa wayeka nje ukuba ipiy yakhe ime, mhlawumbe kungenxa yokuba ivili lalibotshwe kakubi.",-418.74559211730957,variant_1
242,"UMichael Schumacher wayigqiba ireyisi yakhe kungakudalanga kakhulu emva ko Alonso, ngenxa yomonakalo wokuyekiswa namadabi amaninzi ngelixa lereyisi.",-390.5808219909668,variant_1
243,"""Uyathandeka ibe ucula kamandi,"" utshilo ngokombhalo wengqungquthela yeendaba.",-191.65690422058105,variant_1
244,"""Ibichukumiseka qho intliziyo yam xa siprekthiza le nto, ngokusuka emazantsi entliziyo yam.""",-262.20073795318604,variant_1
245,"Malunga nemizuzu emi-3 kulontshwe, ikhamera esebhodini ibonise iziqwenga ezininzi zokugqobhoza amagwebu kude netanki lamafutha.",-283.486385345459,variant_1
246,"Nangona kunjalo, ayicingelwa ukuba ibangele monakalo kwisithuthi.",-142.37679481506348,variant_1
247,"Umphathi we-NASA oyintloko kwinkqubo ye-shuttle uN.Wayne Hale Jr. uthe amagwebu awile ""emva kwexesha esinexhala lalo.""",-336.4417953491211,variant_1
248,"Emizuzwini emihlanu izibonakalisile umoya waqala ukuvuthuza,emva komzuzu, umoya wabe sele ufikelela a 70km/h… kwaze kwalandela imvula, yabe irhabaxa inkulu kangangokuqa ikuqhwabe esikhumbeni okwenaliti, emva koko kweza isichotho samatye esiwa esibhakabhakeni, abantu besoyika futhi bekhwaza yaye bebaleka omnye phezu komnye.",-820.1533517837524,variant_2
249,"Ndalahlekelwa ngudadewethu netshomi yake, endleleni yam kwaye kukho abantu ababini abakhubazekileyo bekwizitulo zamavili, abantu nje betsiba ngapha kwabo yake bebathyiliza,"" utshilo uArmand Versace.",-515.4925718307495,variant_1
250,I-NHK ichaze ukuba i-Kashiwazaki Kariwa nuclear power plant eseNiigata prefecture isebenza kakuhle.,-385.8245162963867,variant_1
251,I-Hokuriku Electric Power Co. ayichazanga miphumela ebangelwe yinyikima nokuba Inombolo-1 neye-2 ye-reactors eShika nuclearpower plant ziye zavalwa.,-450.25207710266113,variant_1
252,Kuchazwe ukuba amakhaya ayi 9400 kwingingqi awanamanzi nali 100 awanambane.,-256.51652812957764,variant_1
253,"Ezinye iindlela zonakalisiwe, inkonzo kaloliwe iphazamisekile kwiindawo ezichaphazelekayo, kwaye iNoto Airport eIshikawa prefecture ihleli ivaliwe.",-337.0353202819824,variant_1
254,Ibhombu enye yadubula ngaphandle kweofisi Yeruluneli Jikelele,-145.36017417907715,variant_1
255,Ezinye iibhombu ezintathu zaqhuma kufutshane nezakhiwo zikarhulumente kwisithuba seeyure ezimbini.,-144.61742496490479,variant_1
256,"Ezinye iingxelo zibeka inani elisemthethweni lokufa kwabantu abasibhozo, kwaye iingxelo ezisemthethweni ziqinisekisa ukuba i-30 yenzakele; kodwa amanani okugqibela awaziwa.",-338.80712127685547,variant_1
257,Zombini i-cyanuric acid nemelamine zafunyanwa kwisampula zomchamo wezilwanyana ezife emveni kokutya ukutya kwezilwanyana okunethyefu.,-304.27401542663574,variant_1
258,"Iikhompawundi ezimbini ziyadibana zenze izinto eziqaqambileyo anokuqanda umsebenzi wentso, batsho abaphandi bakule yunivesithi.",-279.34900760650635,variant_1
259,Abaphandi baqaphela iikristali ezenziwe kumchamo wekati ngokudibanisa i-melamine kunye ne-cyanuric acid.,-266.161958694458,variant_1
260,Ukubumbeka kwezi kristali kufana noko kufunyanwa kumchamo wezilwanyane xa uthelekiswe ne-spectostrophy ye-infrared (FTIR).,-337.2738161087036,variant_1
261,"Andazi ukuba uyayiqonda na okanye hayi, kodwa uninzi lwempahla ezivela kuMbindi Merika zeza kweli ngaphandle rhafu.",-248.868239402771,variant_1
262,Kodwa ipesenti ezisibhozo zempahla zethu bezibhatalelwa itarrifu kumazwe akuMbindi Merika. Siyanilungisa.,-270.3337802886963,variant_1
263,Laa nto khange yenze ngqondo kum; ayibobulungisa tu.,-168.16297340393066,variant_1
264,Konke endikutshoyo ebantwini kukuba siphatheni ngendlela esiniphatha ngayo.,-147.9790325164795,variant_1
265,Urhuluneli wase California u Arnold Schwarzenegger watyikitya ukuba ibe ngumthetho ukuthintela ukuthengiswa okanye ukuqeshwa kwevidiyo zokudlala ezinemfazwe kubantwana.,-354.267427444458,variant_1
266,"Umthetho oyilwayo ufuna imidlalo yevidiyo enogonyamelo ithengiswe kwiphondo laseCalifornia ukuba ibhalwe uphawu lokufunda ""u-18"" kwaye yenze ukuba ukuthengisa kwabo umntwana kohlwaywe isohlwayo se- $ 1000 ngetyala.",-485.6040086746216,variant_1
267,"UMlawuli wezoTshutshiso loLuntu, u-Kier Starmer QC, wenze ingxelo ngale ntsasa evakalisa ukutshutshiswa kwabo bobabini uHuhne noPryce.",-392.2456932067871,variant_1
268,U-Huhne urhoxile kwaye oza kungena esikhundleni kwiKhabhinethi ngu-Ed Davey MP. Norman Lam MP kulindeleke ukuba athathe umsebenzi woMphathiswa Wezamashishini uDavey uyaphuma.,-449.34382343292236,variant_1
269,UHuhne noPryce bacwangciselwe ukuvela kwiNkundla kaMantyi yaseWestminster ngoFebruwari 16.,-253.64807319641113,variant_1
270,"Ababhubhileyo nguNicholas Alden, 25, kunye noZachary Cuddeback, 21. UCuddeback wayekade eqhuba.",-392.7461128234863,variant_1
271,U-Edgar Verguilla wafumana amanxeba kwingalo nomhlathi ngelixa uKristofer Schneider washiyeka edinga utyando lokubumbha ubuso bakhe.,-389.4862356185913,variant_1
272,"Isixhobo sikaUka sayeka ukusebenza ngoxa wayesijongise kwintloko yendoda yesihlanu. USchneider unentlungu eqhubekayo, akaboni ngeliso elinye, akanayo inxalenye yokakayi kwaye unobuso obenziwe nge-titanium.",-527.3823003768921,variant_1
273,USchneider unikele ubungqina ngelinki yevidiyo ekwiUSAF ekummandla wakokwabo.,-209.6537628173828,variant_1
274,"Ngaphandle kwe-iventi yangoLwesithathu, uCarpanedo wakhuphisana kwimidyarho yeeNtshatsheli.",-264.66890048980713,variant_1
275,"Eyokuqala yakhe yayiSlalom, apho wafumana AWUGQIBANGA kumtyibilizo wakhe wokuqala. Abadlali abayi-36 kwabayi-116 nabo bafumana iziphumo ezifanayo kula mtyibilizi.",-435.3080635070801,variant_1
276,"Olunye ugqatso lakhe, iGalant Slalom, yambona egqiba kwindawo yeshumi kwiqela labafazi elihleliyo kunye nexesha lokubaleka elidibeneyo le-4: 41.30, 2: 11.60 imizuzu ecothayo kunendawo yokuqala yokugqiba iAustria uClaudia Loesch kunye nemizuzu eyi-1: 09.02 kancinci kunendawo yesithoba Kugqitywe uGyöngyi Dani waseHungary.",-1083.8310232162476,variant_1
277,"Ii-skiers ezine kwiqela lamanina elihleliyo loyisakele ukugqibezela ithuba lalo, kwaye abayi 45 kwi 117 skiers kwi Giant Salom boyisiwe ukuphumelela kwimbaleko.",-437.31132793426514,variant_1
278,Amapolisa aseMadhya Pradesh ayifumene ilaptop ebibiwe nefowuni.,-195.27807331085205,variant_1
279,"Usekela Jikelele Wokuhlola D K Arya wathi, ""Sibambe abantu abahlanu abadlwengule inenekazi lase Swiss saze sayifumana ifone yakhe nelaptop"".",-376.84448623657227,variant_1
280,"Abatyholwa babizwa ngoluhlobo ngu-Baba Kanjar, u-Bhutha Kanjar, u-Rampro Kanjar, u-Gaza Kanjar no-Vishnu Kanjar.",-491.4424247741699,variant_1
281,Intsumpa yamapolisa uChandra Shekhar Solanki uthe umtyholwa uvele enkundleni ezogqume ubuso.,-281.5748519897461,variant_1
282,"Nangona abantu abathathu babengaphakathi endlwini xa imoto ibiyigilisa, akukho namnye kubo owonzakeleyo.",-222.03514957427979,variant_1
283,"Kunjalo, umqhubi ufumene ukulimala okumandla entloko.",-113.28360271453857,variant_1
284,Indlela apho ingozi yenzeke khona iye yavalwa okwethutyana ngexesha abeenkonzo zoncedo olungxamisekileyo bekhulula umqhubi kwi-Audi TT ebomvu.,-292.4557991027832,variant_1
285,Waye wangeniswa kuqala kwisibhedlela i-James Paget Hospital e-Great Yarmouth.,-270.92916679382324,variant_1
286,Waye watshintshelwa kwisibhedlela I-Addenbrooke's Hospital eCambridge.,-232.4802303314209,variant_1
287,Ukususela ngoko uAdekoya ebese-Edinburgh Sheriff Court etyholwa ngokubulala unyana wakhe.,-263.8903226852417,variant_1
288,"Ubanjiwe kusamelwe ukutyholwa nesigwebo, kodwa ubungqina bamangqina ingaba bubonakele ngenxa yokusasazwa komfanekiso wakhe ngobubanzi.",-304.6413698196411,variant_1
289,Esi sisenzo esiqhelekileyo kwenye indawo e-UK kodwa ubulungisa baseScotland busebenza ngokwahlukileyo kwaye iinkundla zikubonile ukupapashwa kweefoto njengezinto ezinokuthi zithintele.,-411.74001693725586,variant_1
290,"UProfesa Pamela Ferguson waseUniversity of Dundee ubhala esithi ""iintatheli ziba sesichengeni ukuba zipapasha iifoto nezinye izinto zabarhanelwa.""",-403.469274520874,variant_1
291,"I-Crown Office, ejongene nezotshutshiso, ixele intatheli ukuba akukho luphawu luphinde lwenziwe okungenani de kube kubekwa tyala.",-315.9862928390503,variant_1
292,"Uxwebhu,ngokutsho,kokuhletyiweyo kuyakubhekisa kwingxabano zebhoda, efunwa ngama Palestine ebhekiselele kwiibhoda zamgaphambi kwemfazwe ka1967 yase Mideast .",-447.11456775665283,variant_1
293,Ezinye izihloko ekuthethwa ngazo zibandakanya imeko yexesha elizayo yeYerusalem engcwele kuzo zombini izizwe nakwi yeJordani Valley.,-241.62571239471436,variant_1
294,I-Israel ifuna ubukho obuqhubekayo emkhosini ethafeni kangangeminyaka elishumi emva kokuba isivumelwano sisayiniwe ngelixa i-PA ivumayo ukushiya ubukho obunjalo iminyaka emihlanu kuphela.,-372.51906967163086,variant_1
